returned;Order ID;row_id;order_id;order_date;ship_date;ship_mode;customer_id;customer_name;segment;country;city;state;postal_code;region;product_id;category;subcategory;product_name;sales;quantity;discount;profit;person;region_1
Yes    ;CA-2018-145583;140;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;FUR-FU-10001706;Furniture      ;Furnishings;Longer-Life Soft White Bulbs                                                                                                   ;43,12;14;0,0;20.6976;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;134;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-PA-10001804;Office Supplies;Paper      ;Xerox 195                                                                                                                      ;20,04;3;0,0;9.6192;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;135;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-PA-10001736;Office Supplies;Paper      ;Xerox 1880                                                                                                                     ;35,44;1;0,0;16.6568;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;136;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-AR-10001149;Office Supplies;Art        ;Sanford Colorific Colored Pencils, 12/Box                                                                                      ;11,52;4;0,0;3.456;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;137;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-FA-10002988;Office Supplies;Fasteners  ;Ideal Clamps                                                                                                                   ;4,02;2;0,0;1.9698;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;138;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-BI-10004781;Office Supplies;Binders    ;GBC Wire Binding Strips                                                                                                        ;76,176;3;0,2;26.6616;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;139;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;OFF-SU-10001218;Office Supplies;Supplies   ;Fiskars Softgrip Scissors                                                                                                      ;65,88;6;0,0;18.4464;Anna Andreadi    ;West   
Yes    ;CA-2018-145583;140;CA-2018-145583;2018/10/13 00:00:00.000;2018/10/19 00:00:00.000;Standard Class;LC-16885;Lena Creighton        ;Consumer   ;United States;Roseville        ;California          ;95661;West   ;FUR-FU-10001706;Furniture      ;Furnishings;Longer-Life Soft White Bulbs                                                                                                   ;43,12;14;0,0;20.6976;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1315;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-PA-10003072;Office Supplies;Paper      ;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream                                                                                  ";38,88;6;0,0;18.6624;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1316;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;FUR-FU-10004960;Furniture      ;Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case                                                                                         ";183,84;8;0,0;62.5056;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1317;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-SU-10003505;Office Supplies;Supplies   ;Premier Electric Letter Opener                                                                                                 ;579,3;5;0,0;28.965;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1315;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-PA-10003072;Office Supplies;Paper      ;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream                                                                                  ";38,88;6;0,0;18.6624;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1316;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;FUR-FU-10004960;Furniture      ;Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case                                                                                         ";183,84;8;0,0;62.5056;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1317;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-SU-10003505;Office Supplies;Supplies   ;Premier Electric Letter Opener                                                                                                 ;579,3;5;0,0;28.965;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1315;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-PA-10003072;Office Supplies;Paper      ;"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream                                                                                  ";38,88;6;0,0;18.6624;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1316;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;FUR-FU-10004960;Furniture      ;Furnishings;"Seth Thomas 12"" Clock w/ Goldtone Case                                                                                         ";183,84;8;0,0;62.5056;Anna Andreadi    ;West   
Yes    ;CA-2018-145919;1317;CA-2018-145919;2018/12/18 00:00:00.000;2018/12/23 00:00:00.000;Standard Class;HG-14965;Henry Goldwyn         ;Corporate  ;United States;Los Angeles      ;California          ;90032;West   ;OFF-SU-10003505;Office Supplies;Supplies   ;Premier Electric Letter Opener                                                                                                 ;579,3;5;0,0;28.965;Anna Andreadi    ;West   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3342;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10000675;Office Supplies;Paper      ;Xerox 1919                                                                                                                     ;122,97;3;0,0;60.2553;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3343;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;FUR-TA-10001307;Furniture      ;Tables     ;SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black                                               ;244,615;1;0,3;20.967;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3344;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;TEC-PH-10000011;Technology     ;Phones     ;PureGear Roll-On Screen Protector                                                                                              ;59,97;3;0,0;28.7856;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3345;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-PA-10002666;Office Supplies;Paper      ;Southworth 25% Cotton Linen-Finish Paper & Envelopes                                                                           ;81,54;9;0,0;36.693;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3346;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-FA-10000735;Office Supplies;Fasteners  ;Staples                                                                                                                        ;11,68;4;0,0;5.256;Chuck Magee      ;East   
Yes    ;CA-2018-145982;3347;CA-2018-145982;2018/08/27 00:00:00.000;2018/09/01 00:00:00.000;Second Class  ;TB-21055;Ted Butterfield       ;Consumer   ;United States;Quincy           ;Massachusetts       ;2169;East   ;OFF-BI-10000174;Office Supplies;Binders    ;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear                                                           ;29,0;5;0,0;13.92;Chuck Magee      ;East   
Yes    ;CA-2018-147375;437;CA-2018-147375;2018/06/12 00:00:00.000;2018/06/14 00:00:00.000;Second Class  ;PO-19180;Philisse Overcash     ;Home Office;United States;Chicago          ;Illinois            ;60623;Central;TEC-MA-10002937;Technology     ;Machines   ;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner                                            ;1007,979;3;0,3;43.1991;Kelly Williams   ;Central
Yes    ;CA-2018-147375;438;CA-2018-147375;2018/06/12 00:00:00.000;2018/06/14 00:00:00.000;Second Class  ;PO-19180;Philisse Overcash     ;Home Office;United States;Chicago          ;Illinois            ;60623;Central;OFF-PA-10001970;Office Supplies;Paper      ;Xerox 1908                                                                                                                     ;313,488;7;0,2;113.6394;Kelly Williams   ;Central
Yes    ;CA-2018-147375;437;CA-2018-147375;2018/06/12 00:00:00.000;2018/06/14 00:00:00.000;Second Class  ;PO-19180;Philisse Overcash     ;Home Office;United States;Chicago          ;Illinois            ;60623;Central;TEC-MA-10002937;Technology     ;Machines   ;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner                                            ;1007,979;3;0,3;43.1991;Kelly Williams   ;Central
Yes    ;CA-2018-147375;438;CA-2018-147375;2018/06/12 00:00:00.000;2018/06/14 00:00:00.000;Second Class  ;PO-19180;Philisse Overcash     ;Home Office;United States;Chicago          ;Illinois            ;60623;Central;OFF-PA-10001970;Office Supplies;Paper      ;Xerox 1908                                                                                                                     ;313,488;7;0,2;113.6394;Kelly Williams   ;Central
Yes    ;CA-2018-148796;418;CA-2018-148796;2018/04/14 00:00:00.000;2018/04/18 00:00:00.000;Standard Class;PB-19150;Philip Brown          ;Consumer   ;United States;Los Angeles      ;California          ;90004;West   ;FUR-CH-10004886;Furniture      ;Chairs     ;Bevis Steel Folding Chairs                                                                                                     ;383,8;5;0,2;38.38;Anna Andreadi    ;West   
Yes    ;CA-2018-150077;9068;CA-2018-150077;2018/02/04 00:00:00.000;2018/02/10 00:00:00.000;Standard Class;MS-17365;Maribeth Schnelling   ;Consumer   ;United States;Rockville        ;Maryland            ;20852;East   ;TEC-PH-10002890;Technology     ;Phones     ;AT&T 17929 Lendline Telephone                                                                                                  ;90,48;2;0,0;23.5248;Chuck Magee      ;East   
Yes    ;CA-2018-151323;5136;CA-2018-151323;2018/10/23 00:00:00.000;2018/10/28 00:00:00.000;Standard Class;AB-10255;Alejandro Ballentine  ;Home Office;United States;Seattle          ;Washington          ;98103;West   ;OFF-FA-10002983;Office Supplies;Fasteners  ;Advantus SlideClip Paper Clips                                                                                                 ;17,05;5;0,0;8.184;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4945;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-PA-10004381;Office Supplies;Paper      ;14-7/8 x 11 Blue Bar Computer Printout Paper                                                                                   ;96,08;2;0,0;46.1184;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4946;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-BI-10000050;Office Supplies;Binders    ;Angle-D Binders with Locking Rings, Label Holders                                                                              ;11,68;2;0,2;3.942;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4947;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-FA-10000304;Office Supplies;Fasteners  ;Advantus Push Pins                                                                                                             ;4,36;2;0,0;1.7876;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4945;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-PA-10004381;Office Supplies;Paper      ;14-7/8 x 11 Blue Bar Computer Printout Paper                                                                                   ;96,08;2;0,0;46.1184;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4946;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-BI-10000050;Office Supplies;Binders    ;Angle-D Binders with Locking Rings, Label Holders                                                                              ;11,68;2;0,2;3.942;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4947;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-FA-10000304;Office Supplies;Fasteners  ;Advantus Push Pins                                                                                                             ;4,36;2;0,0;1.7876;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4945;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-PA-10004381;Office Supplies;Paper      ;14-7/8 x 11 Blue Bar Computer Printout Paper                                                                                   ;96,08;2;0,0;46.1184;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4946;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-BI-10000050;Office Supplies;Binders    ;Angle-D Binders with Locking Rings, Label Holders                                                                              ;11,68;2;0,2;3.942;Anna Andreadi    ;West   
Yes    ;CA-2018-151372;4947;CA-2018-151372;2018/09/05 00:00:00.000;2018/09/06 00:00:00.000;First Class   ;JH-15985;Joseph Holt           ;Consumer   ;United States;Redondo Beach    ;California          ;90278;West   ;OFF-FA-10000304;Office Supplies;Fasteners  ;Advantus Push Pins                                                                                                             ;4,36;2;0,0;1.7876;Anna Andreadi    ;West   
Yes    ;CA-2018-152814;1072;CA-2018-152814;2018/04/28 00:00:00.000;2018/05/02 00:00:00.000;Standard Class;EH-14005;Erica Hernandez       ;Home Office;United States;Denver           ;Colorado            ;80219;West   ;OFF-PA-10001970;Office Supplies;Paper      ;Xerox 1881                                                                                                                     ;29,472;3;0,2;9.9468;Anna Andreadi    ;West   
Yes    ;CA-2018-157280;8963;CA-2018-157280;2018/11/05 00:00:00.000;2018/11/07 00:00:00.000;First Class   ;LW-17125;Liz Willingham        ;Consumer   ;United States;Virginia Beach   ;Virginia            ;23464;South  ;FUR-FU-10004665;Furniture      ;Furnishings;3M Polarizing Task Lamp with Clamp Arm, Light Gray                                                                             ;273,96;2;0,0;71.2296;Cassandra Brandow;South  
Yes    ;CA-2018-157280;8964;CA-2018-157280;2018/11/05 00:00:00.000;2018/11/07 00:00:00.000;First Class   ;LW-17125;Liz Willingham        ;Consumer   ;United States;Virginia Beach   ;Virginia            ;23464;South  ;TEC-AC-10000057;Technology     ;Accessories;Microsoft Natural Ergonomic Keyboard 4000                                                                                      ;89,97;3;0,0;18.8937;Cassandra Brandow;South  
